"","ttext","date","isretweet","retweetcount","favoritecount","score","city","country","duplicate"
"724","stevedmiller: I understand the reason for the delay, but I really, really miss my one-day delivery on Amazon Prime.

Waiting two weeks","2020-04-24 09:44:51","TRUE","3","0","-2","Delhi NCR","India",FALSE
"725","gaz_car You can try stores like B&amp;Q, Wickes or Screwfix as we believe they are still offering delivery. Or have yo  ","2020-04-24 09:42:29","FALSE","0","0","1","Delhi NCR","India",FALSE
"726","web: Amazons share of eCom:

2016: 31.5%
2017: 33.9%
2018: 35.9%
2019: 37.6%
2020: 38.6%

This number should be trending down, not up.","2020-04-24 09:35:44","TRUE","36","0","0","Delhi NCR","India",TRUE
"727","After having taken delivery of 16kg of strong white flour (sourced on Amazon) i have now been initiated into the local sourdough cult","2020-04-24 09:33:42","FALSE","0","10","1","Delhi NCR","India",FALSE
"728","Idk bro this like getting one extra nugget, szechuan sauce, your crush texts you first, your parents told you youre  ","2020-04-24 09:32:46","FALSE","0","0","0","Delhi NCR","India",FALSE
"729","Amazon AMZN it's business first and they continue delivery of non essential items while ""a major outbreak of the  ","2020-04-24 09:31:08","FALSE","0","0","-1","Delhi NCR","India",FALSE
"730","AD
Melissa and Doug dinosaur scratch art sheets available at Amazon for 3.99!
&gt;&gt;&gt;  ","2020-04-24 09:30:21","FALSE","0","0","0","Delhi NCR","India",FALSE
"731","Prime Now seems to have changed its format since I last shopped (for London at least). Now, your basket is separate  ","2020-04-24 09:30:01","FALSE","0","0","0","Delhi NCR","India",FALSE
"732","Up at 5AM to retrieve my Amazon fresh delivery to avoid groceries. This is 2020.","2020-04-24 09:27:04","FALSE","0","0","1","Delhi NCR","India",FALSE
"733","Channel4News Anja_Popp I drive for Amazon who pay virtually no tax in UK.
During a delivery slot there are approx  ","2020-04-24 09:26:07","FALSE","0","0","0","Delhi NCR","India",FALSE
"734","Himanshi_ET: Offline handset retailers urge home ministry to allow limited opening of shops as Amazon and Flipkart buckle up for delive","2020-04-24 09:26:05","TRUE","366","0","-2","Delhi NCR","India",TRUE
"735","mrjamesob also, I do hope he reaches that 100k target and I am pretty sure he will. Amazon delivery is the key and  ","2020-04-24 09:25:19","FALSE","0","0","1","Delhi NCR","India",FALSE
"736","paullewismoney The collapse of western civilisation has begun: I went onto amazon in the hope of ordering buttons  ","2020-04-24 09:24:38","FALSE","0","1","-1","Delhi NCR","India",FALSE
"737","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 09:23:47","TRUE","21","0","0","Delhi NCR","India",TRUE
"738","SoftwareDeal 

Check out 'Kaspersky Anti-Virus 2020 Latest Version - 1 PC, 1 Year (Email Delivery in 2 hours- No C  ","2020-04-24 09:18:39","FALSE","0","0","0","Delhi NCR","India",FALSE
"739","LaserMusic4u4: Hey JeffBezos jeffawilke amazon  will you be extending my Amazon Prime benefits for a few extra months for free? Afte","2020-04-24 09:17:59","TRUE","3","0","2","Delhi NCR","India",TRUE
"740","Absolutely appalling 'service' from ScanComputers via Amazon. 100 taken from my account, no delivery after two w  ","2020-04-24 09:17:55","FALSE","0","0","-1","Delhi NCR","India",FALSE
"741","jenzofan Try Amazon, delivery might not be till end of the week though.","2020-04-24 09:17:34","FALSE","0","0","0","Delhi NCR","India",FALSE
"742","AmazonHelp Hi Amazon,
Do you guys have any confirmed date when the delivery of non-essential items will commence??  ","2020-04-24 09:14:07","FALSE","0","0","0","Delhi NCR","India",FALSE
"743","Mumorn We completely understand the frustration. Has your order missed estimated delivery date? Also, we would rec  ","2020-04-24 09:12:42","FALSE","0","0","-2","Delhi NCR","India",FALSE
"744","milessum squeezyjohn Really? Plenty on Amazon, and PCWorld have them with next day delivery.","2020-04-24 09:09:16","FALSE","0","0","0","Delhi NCR","India",FALSE
"745","Loving Amazon's new delivery style.

*bang on door*

Open door

*shouts from lorry/van* ""Package for ye mate"" *Speeds off*","2020-04-24 09:07:05","FALSE","0","0","1","Delhi NCR","India",FALSE
"746","dpdNL : Parcel Number - 15500824480536 from Amazon EU SARL .What is the current status of delivery? Why does it sa  ","2020-04-24 09:05:12","FALSE","0","0","0","Delhi NCR","India",FALSE
"747","Contractor/Delivery Driver in Richmond Hill, NY, 11419: amazon, delivery driver, walmart, driver  ","2020-04-24 09:03:19","FALSE","0","0","0","Delhi NCR","India",FALSE
"748","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 09:03:12","TRUE","21","0","0","Delhi NCR","India",TRUE
"749","stealsrus_com: STEAL DUDE Wipes Flushable Wet Wipes 48ct ( Pack Of 3 ) $13.99 Free Delivery  ","2020-04-24 09:00:39","TRUE","6","0","0","Delhi NCR","India",TRUE
"750","I have gotten FAR too dependent on Amazon Prime next day delivery now it's not a thing and I NEED IT","2020-04-24 08:57:13","FALSE","0","0","0","Delhi NCR","India",FALSE
"751","1kTsunami: Im an Amazon delivery driver. Drivers and managers are still showing up sick, coughing and driving vans with bald tires. Pa","2020-04-24 08:56:55","TRUE","22520","0","-1","Delhi NCR","India",TRUE
"752","1kTsunami: Im an Amazon delivery driver. Drivers and managers are still showing up sick, coughing and driving vans with bald tires. Pa","2020-04-24 08:56:44","TRUE","22520","0","-1","Delhi NCR","India",TRUE
"753","Williams19Miss: Another amazing amazon delivery this evening, I cant believe the amount of kindness Im seeing Thank you so much to ","2020-04-24 08:56:23","TRUE","2","0","3","Delhi NCR","India",FALSE
"754","""DroneUp CEO on teaming up with UPS to test drone delivery of medical supplies""  ","2020-04-24 08:50:32","FALSE","0","1","0","Delhi NCR","India",FALSE
"755","AlexisRollyson: I just miss when my amazon prime was 2 day delivery.","2020-04-24 08:49:02","TRUE","4","0","-1","Delhi NCR","India",FALSE
"756","saffronhuni: This lady leaves out drinks and snacks for delivery people during the festive period and I can't get over this amazon deli","2020-04-24 08:48:47","TRUE","233482","0","1","Delhi NCR","India",FALSE
"757","Super irritated by Amazon coz the delivery for Seiken Densetu 3 is not here yet!!!!","2020-04-24 08:47:39","FALSE","0","0","0","Delhi NCR","India",FALSE
"758","1kTsunami: Im an Amazon delivery driver. Drivers and managers are still showing up sick, coughing and driving vans with bald tires. Pa","2020-04-24 08:47:36","TRUE","22520","0","-1","Delhi NCR","India",TRUE
"759","Deals4India_in:  ","2020-04-24 08:46:31","TRUE","1","0","0","Delhi NCR","India",FALSE
"760","Deathbot10X: People talk about the loss in value of striking but there are still some bottlenecks where we have power.

Amazon is a per","2020-04-24 08:45:00","TRUE","2","0","0","Delhi NCR","India",FALSE
"761","Hey JeffBezos jeffawilke amazon  will you be extending my Amazon Prime benefits for a few extra months for free?  ","2020-04-24 08:44:44","FALSE","3","1","2","Delhi NCR","India",FALSE
"762","Couchclubtv1: 4k firestick with 12 months subscription 
69.99 with FREE next day delivery 
Dm for more details 
24hr free trials 
IPT","2020-04-24 08:42:13","TRUE","1","0","2","Delhi NCR","India",FALSE
"763","Amazon is like: We can only deliver this in 14 days, other items have priority during lockdown. Two days later: y  ","2020-04-24 08:41:45","FALSE","0","0","1","Delhi NCR","India",FALSE
"764","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:40:41","TRUE","21","0","0","Delhi NCR","India",TRUE
"765","So this is what middle age feels like - excitement for new graphics card is for smooth 4k for coding, not games!
Ei  ","2020-04-24 08:38:38","FALSE","0","3","3","Delhi NCR","India",FALSE
"766","Vidaxl Forget any delivery time or date from this outfit.  Five promises all broken and no method of contacting ex  ","2020-04-24 08:37:04","FALSE","0","0","0","Delhi NCR","India",FALSE
"767","EuroCarParts took my order via amazon on the 16th. Marked it as dispatched with dhlexpressuk on the 20th. Delive  ","2020-04-24 08:35:37","FALSE","0","0","0","Delhi NCR","India",FALSE
"768","If you told me a few years ago that Id be waiting on pins and needles for a my amazon delivery of a breast pump, u  ","2020-04-24 08:34:35","FALSE","0","4","0","Delhi NCR","India",FALSE
"769","4k firestick with 12 months subscription 
69.99 with FREE next day delivery 
Dm for more details 
24hr free trials  ","2020-04-24 08:31:09","FALSE","1","3","2","Delhi NCR","India",FALSE
"770","CollapsePosts: Amazon delivery drivers are spitting on packages to protest having to work during coronavirus lockdown.  ","2020-04-24 08:29:25","TRUE","93","0","0","Delhi NCR","India",FALSE
"771","Get 10% Instant Discount on Amazon Pantry Products Between 23rd to 26th April 2020.
Click the link to Check the del  ","2020-04-24 08:27:42","FALSE","0","1","0","Delhi NCR","India",FALSE
"772"," ","2020-04-24 08:25:58","FALSE","1","0","0","Delhi NCR","India",TRUE
"773","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:25:23","TRUE","21","0","0","Delhi NCR","India",TRUE
"774","Deathbot10X: People talk about the loss in value of striking but there are still some bottlenecks where we have power.

Amazon is a per","2020-04-24 08:24:39","TRUE","2","0","0","Delhi NCR","India",TRUE
"775","sniffpetrol  Had an email from Amazon, your book is being dispatched early. Delivery on 27/4.
","2020-04-24 08:23:57","FALSE","0","1","0","Delhi NCR","India",FALSE
"776","Always believed in Amazon on delivery . ""Daer aaye but durust aaye "" amazonIN  ","2020-04-24 08:23:52","FALSE","0","0","0","Delhi NCR","India",FALSE
"777","MrG86 Lol yeah you told me the DJ thang, totally agree, waiting for an Amazon delivery at mo......driving me mad!!!","2020-04-24 08:23:19","FALSE","0","1","-1","Delhi NCR","India",FALSE
"778","BradHolt: Grocery Upstarts Race to Exploit Food Delivery Overload  ","2020-04-24 08:23:02","TRUE","1","0","-1","Delhi NCR","India",FALSE
"779","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:23:00","TRUE","21","0","0","Delhi NCR","India",TRUE
"780","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:22:52","TRUE","21","0","0","Delhi NCR","India",TRUE
"781","ozbargain: mhc: Dettole Hand Sanitiser 50ml $2.99 + Delivery ($0 with Prime/ $39 Spend) Amazon - Minimum Purchase Qty 2  ","2020-04-24 08:21:47","TRUE","1","0","0","Delhi NCR","India",FALSE
"782","Goes on Amazon...
Orders bottle of Dettol &amp; syringe...
Changes delivery details to Donald, White House, USA...
Cros  ","2020-04-24 08:21:10","FALSE","0","1","0","Delhi NCR","India",FALSE
"783","mhc: Dettole Hand Sanitiser 50ml $2.99 + Delivery ($0 with Prime/ $39 Spend) Amazon - Minimum Purchase Qty 2  ","2020-04-24 08:20:25","FALSE","1","0","0","Delhi NCR","India",FALSE
"784","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:19:35","TRUE","21","0","0","Delhi NCR","India",TRUE
"785","AndiEwington Each day has felt more and more like a role playing fantasy game. Soon, people will play RPGs to esca  ","2020-04-24 08:19:30","FALSE","0","2","1","Delhi NCR","India",FALSE
"786","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:18:38","TRUE","21","0","0","Delhi NCR","India",TRUE
"787","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:18:25","TRUE","21","0","0","Delhi NCR","India",TRUE
"788","David_Boaz: Another effort to use the levels of government to screw political enemies: a coronavirus loan to give the administration in","2020-04-24 08:16:36","TRUE","1","0","-1","Delhi NCR","India",FALSE
"789","deliveriesapp Hi! Is it a known issue that deliveries from Amazon DE don't show estimated delivery dates anymore?  ","2020-04-24 08:16:03","FALSE","0","0","-1","Delhi NCR","India",FALSE
"790","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:15:57","TRUE","21","0","0","Delhi NCR","India",TRUE
"791","OwenBones: Welcome to Late Capitalism! Choose your profession.

 Amazon Delivery Driver
 Streamer
 Amazon Warehouse Worker
 S","2020-04-24 08:15:37","TRUE","10","0","1","Delhi NCR","India",FALSE
"792","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:14:45","TRUE","21","0","0","Delhi NCR","India",TRUE
"793","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:14:06","TRUE","21","0","0","Delhi NCR","India",TRUE
"794","There was no attempt by 8pm which was the latest delivery time according to Amazon. We also did not see a DHL vehicle on our street at all.","2020-04-24 08:14:02","FALSE","0","0","0","Delhi NCR","India",FALSE
"795","Grocery Upstarts Race to Exploit Food Delivery Overload  ","2020-04-24 08:13:32","FALSE","1","0","-1","Delhi NCR","India",FALSE
"796","Grocery Upstarts Race to Exploit Food Delivery Overload  ","2020-04-24 08:13:32","FALSE","0","0","-1","Delhi NCR","India",TRUE
"797","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:12:55","TRUE","21","0","0","Delhi NCR","India",TRUE
"798","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:11:50","TRUE","21","0","0","Delhi NCR","India",TRUE
"799","EwenDCameron Woke up to dog going crazy as amazon delivery was at front door   ","2020-04-24 08:11:34","FALSE","0","1","-1","Delhi NCR","India",FALSE
"800","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:09:36","TRUE","21","0","0","Delhi NCR","India",TRUE
"801","Mi amiga says her man was spraying  down the Amazon Delivery Boxes with Clorox. . Of course he also  ","2020-04-24 08:09:30","FALSE","0","0","0","Delhi NCR","India",FALSE
"802","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:09:08","TRUE","21","0","0","Delhi NCR","India",TRUE
"803","thistallawkgirl They stole Joe Biden's Amazon delivery.","2020-04-24 08:09:04","FALSE","0","0","-1","Delhi NCR","India",FALSE
"804","web: Amazons share of eCom:

2016: 31.5%
2017: 33.9%
2018: 35.9%
2019: 37.6%
2020: 38.6%

This number should be trending down, not up.","2020-04-24 08:09:02","TRUE","36","0","0","Delhi NCR","India",TRUE
"805","dhlexpressuk hi, apparently you attempted an amazon delivery yesterday but it could not be delivered because the  ","2020-04-24 08:09:00","FALSE","0","0","0","Delhi NCR","India",FALSE
"806","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:08:52","TRUE","21","0","0","Delhi NCR","India",TRUE
"807","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:07:26","TRUE","21","0","0","Delhi NCR","India",TRUE
"808","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:07:11","TRUE","21","0","0","Delhi NCR","India",TRUE
"809","business: Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:06:29","TRUE","21","0","0","Delhi NCR","India",TRUE
"810","Grocery upstarts are racing to exploit the food delivery overload faced by giants like Amazon and Kroger  ","2020-04-24 08:06:22","FALSE","21","47","0","Delhi NCR","India",TRUE
"811","People talk about the loss in value of striking but there are still some bottlenecks where we have power.

Amazon i  ","2020-04-24 08:05:59","FALSE","2","2","0","Delhi NCR","India",FALSE
"812","Yesterday when the amazon man delivered my parcel he was kinda holding his phone up pointing towards me and now I'm  ","2020-04-24 08:04:37","FALSE","0","0","0","Delhi NCR","India",FALSE
"813","NuxSoftware: Best Institute for Amazon Web Services Cloud: AWS Training  in Coimbatore

Nux Solution training institute provides the be","2020-04-24 08:01:31","TRUE","1","0","0","Delhi NCR","India",FALSE
"814","AD
I used to love doing things like this when I was little!
This mermaid mould and paint set is 7.40 at Amazon &gt;&gt;  ","2020-04-24 08:00:51","FALSE","0","0","2","Delhi NCR","India",FALSE
"815","ReviewingMum:   GIVEAWAY TIME   
Sooo after hitting 1000 followers its time for my Giveaway! 

WIN a book of YOUR choice up wort","2020-04-24 08:00:39","TRUE","428","0","1","Delhi NCR","India",TRUE
"816","Best Institute for Amazon Web Services Cloud: AWS Training  in Coimbatore

Nux Solution training institute provides  ","2020-04-24 08:00:25","FALSE","1","0","0","Delhi NCR","India",FALSE
"817","SBSwags: Just got toilet paper from my Amazon Delivery... doing a happy dance ","2020-04-24 08:00:07","TRUE","18","0","1","Delhi NCR","India",TRUE
"818","Friday is now delivery day   Were keeping our main sales for now through Amazon to make it easier for you to get  ","2020-04-24 07:57:02","FALSE","0","0","1","Delhi NCR","India",FALSE
"819","JayHart909 The thing I love about amazon is that you can go on there looking for what you need, find the manufactu  ","2020-04-24 07:52:58","FALSE","0","0","1","Delhi NCR","India",FALSE
"820","darlodoug: Amazon gives warehouse workers and delivery drivers 2-an-hour pay rise  ","2020-04-24 07:52:09","TRUE","2","0","0","Delhi NCR","India",FALSE
"821","stealsrus_com: STEAL DUDE Wipes Flushable Wet Wipes 48ct ( Pack Of 3 ) $13.99 Free Delivery  ","2020-04-24 07:51:14","TRUE","6","0","0","Delhi NCR","India",TRUE
"822","stealsrus_com: STEAL DUDE Wipes Flushable Wet Wipes 48ct ( Pack Of 3 ) $13.99 Free Delivery  ","2020-04-24 07:48:43","TRUE","6","0","0","Delhi NCR","India",TRUE
"823","STEAL DUDE Wipes Flushable Wet Wipes 48ct ( Pack Of 3 ) $13.99 Free Delivery  ","2020-04-24 07:48:30","FALSE","6","30","0","Delhi NCR","India",FALSE
"824","Rs.1500 Sony PlayStation Network Wallet Top-Up (Email Delivery in 1 hour- Digital Voucher Code)  ","2020-04-24 07:44:45","FALSE","0","0","0","Delhi NCR","India",FALSE
"825","GabbieHanna Amazon UK has your book up for preorders which is where I pre-ordered mine, but there is no delivery d  ","2020-04-24 07:42:46","FALSE","0","0","0","Delhi NCR","India",FALSE
"826","Jonathan_Witt Amazon cannot keep up with deliveries in thw US.  7 items on the list above could open up by adaptin  ","2020-04-24 07:41:30","FALSE","0","0","0","Delhi NCR","India",FALSE
"827","AD
Paint Palette for 1.85 delivered with Prime!
&gt;&gt;&gt;  ","2020-04-24 07:41:18","FALSE","0","0","0","Delhi NCR","India",FALSE
"828","cnni It's either a delivery from amazon's new intergalactic delivery service or or a Taxi for Trump.","2020-04-24 07:41:16","FALSE","0","0","1","Delhi NCR","India",FALSE
"829","LyneTheOrder If folks want to go back to work so bad, grocery stores and amazon delivery are hiring.   Never give Karen a pass.","2020-04-24 07:37:21","FALSE","0","0","0","Delhi NCR","India",FALSE
"830","NyatRizuPyon: Actually my main point is:

A.) People love to give beautiful things to Tifa and use Cloud's delivery service (Yes, hinti","2020-04-24 07:36:16","TRUE","5","0","2","Delhi NCR","India",FALSE
"831","bearycarey1 Oh Jeez! Emergency Amazon delivery today? It does look good though.","2020-04-24 07:30:12","FALSE","0","1","0","Delhi NCR","India",FALSE
"832","I ordered something in Amazon on Monday with delivery date Saturday which is tomorrow. Today is Friday and my parce  ","2020-04-24 07:26:49","FALSE","0","1","0","Delhi NCR","India",FALSE
"833","ABurnsATL: Healthcare workers
Instacart workers
Amazon workers 
UberEats workers 
DoorDash workers
Grubhub workers 
Pizza delivery work","2020-04-24 07:26:28","TRUE","2","0","1","Delhi NCR","India",FALSE
"834","ABurnsATL: Healthcare workers
Instacart workers
Amazon workers 
UberEats workers 
DoorDash workers
Grubhub workers 
Pizza delivery work","2020-04-24 07:23:29","TRUE","2","0","1","Delhi NCR","India",TRUE
"835","Tweet_laura90 I love getting delivery notifications spreadkindness amazonwishlist More treat boxes for the key w  ","2020-04-24 07:20:56","FALSE","0","0","1","Delhi NCR","India",FALSE
"836","Local kirana shops and retailers can now tie-up with Amazon for delivery.
amazonIN","2020-04-24 07:18:58","FALSE","0","0","0","Delhi NCR","India",FALSE
"837","Amazon last week said it will begin placing new customers for its online grocery delivery service on a waitlist. T  ","2020-04-24 07:15:15","FALSE","0","0","0","Delhi NCR","India",FALSE
"838","ReviewingMum:   GIVEAWAY TIME   
Sooo after hitting 1000 followers its time for my Giveaway! 

WIN a book of YOUR choice up wort","2020-04-24 07:15:06","TRUE","428","0","1","Delhi NCR","India",TRUE
"839","ThinkHero: Had Amazon Fresh delivery for the first time tonight. At first when I was looking at the delivery windows they only had late","2020-04-24 07:14:51","TRUE","1","0","1","Delhi NCR","India",FALSE
"840","Yesterday I was telling a friend that Ecuador has never had Amazon - And online deliveries are a recent thing - And  ","2020-04-24 07:12:30","FALSE","0","0","0","Delhi NCR","India",FALSE
"841","darlodoug: Amazon gives warehouse workers and delivery drivers 2-an-hour pay rise  ","2020-04-24 07:11:59","TRUE","2","0","0","Delhi NCR","India",TRUE
"842","Can amazonIN and PlayStationIN PlayStation tie up for PS wallet cards? Need to buy Playstation wallet card using  ","2020-04-24 07:11:02","FALSE","0","1","0","Delhi NCR","India",FALSE
"843","Amazon is locked in a high-stakes fight  against the coronavirus and public perception.  ","2020-04-24 07:05:19","FALSE","1","0","0","Delhi NCR","India",FALSE
"844","amazonIN AmazonHelp Amazon India said grocery order of March 21 wud be delivered today April 24. Then I get a msg  ","2020-04-24 07:05:05","FALSE","0","0","0","Delhi NCR","India",FALSE
"845","NewmanEJ Hi Elizabeth, sorry to hear this. Did we miss the delivery date on the order? What is the order status on  ","2020-04-24 07:02:04","FALSE","0","1","-2","Delhi NCR","India",FALSE
"846","zubellas: Zanmini Knife Sharpener 2 Slots, $5.99 + Delivery ($0 with Prime/ $39 Spend)  Amazon AU  ","2020-04-24 07:02:01","FALSE","0","0","-1","Delhi NCR","India",FALSE
"847","AmazonHelp I am not disappointed for delay in delivery. I m disappointed with ur delivery boy and it's unprofessio  ","2020-04-24 07:01:45","FALSE","0","0","-3","Delhi NCR","India",FALSE
"848","Scored big time! Available delivery windows for both Amazon Fresh and Whole Foods tomorrow! Hopefully, my items are  ","2020-04-24 06:58:05","FALSE","0","3","2","Delhi NCR","India",FALSE
"849","VWHawkesbury PLUS, I just googled and Amazon claims deliver drivers earn $18-$25 USD per hour. That's going to be  ","2020-04-24 06:56:39","FALSE","0","0","0","Delhi NCR","India",FALSE
"850","Feeling excited ... Ive ordered three books to hopefully prevent getting sucked into a Netflix blackhole.  ","2020-04-24 06:54:28","FALSE","0","2","0","Delhi NCR","India",FALSE
"851","VWHawkesbury Mostly it's going to be the US Postal Service who delivers amazon packages, if it's the same as it wa  ","2020-04-24 06:54:21","FALSE","0","0","0","Delhi NCR","India",FALSE
"852","Coles increases its delivery fee to $12. Woolies fees start at $15. A HUGE surtax on grocery shops by singles who d  ","2020-04-24 06:45:50","FALSE","0","0","0","Delhi NCR","India",FALSE
"853","ArvindKejriwal  Dear sir, we are COVID19 essential service provider, we are delivering groceries, medicine, masks,  ","2020-04-24 06:45:32","FALSE","0","0","0","Delhi NCR","India",FALSE
"854","amazon REALLY not happy. Ordered the new Stephen King for delivery on publication date and now it won't be deliver  ","2020-04-24 06:44:40","FALSE","0","0","1","Delhi NCR","India",FALSE
"855","amazonIN Hi Amazon, yes u have started delivery on pre paid mode of essential items and we are obliged to you.. bu  ","2020-04-24 06:41:35","FALSE","0","0","0","Delhi NCR","India",FALSE
"856","ReviewingMum:   GIVEAWAY TIME   
Sooo after hitting 1000 followers its time for my Giveaway! 

WIN a book of YOUR choice up wort","2020-04-24 06:40:42","TRUE","428","0","1","Delhi NCR","India",TRUE
"857","AmazonNews_IN TVMohandasPai AkshayaPatra Unable to donate due to delivery address. Can you please provide Akshay  ","2020-04-24 06:34:53","FALSE","0","0","-1","Delhi NCR","India",FALSE
"858","lestheprez: Amazon Prime wylin with these delivery dates.","2020-04-24 06:33:48","TRUE","18","0","0","Delhi NCR","India",FALSE
"859","Well of course she does ... why wouldnt she? 

And I hope it spreads ... 

Milkman has a cow 
Postie as a box 
Ama  ","2020-04-24 06:24:37","FALSE","0","1","1","Delhi NCR","India",FALSE
"860","Im the guy who gets upset about a $4.31 delivery fee on Grubhub but is also like hey Amazon heres $700 during quarantine","2020-04-24 06:24:14","FALSE","0","9","0","Delhi NCR","India",FALSE
"861","Himanshi_ET: Offline handset retailers urge home ministry to allow limited opening of shops as Amazon and Flipkart buckle up for delive","2020-04-24 06:22:59","TRUE","366","0","-2","Delhi NCR","India",TRUE
"862","Amazon was powerful before coronavirus. Itll be dominant after. - Vox  ","2020-04-24 06:17:00","FALSE","0","0","1","Delhi NCR","India",FALSE
"863","cxi I watched two different amazon prime vans drive around my neighborhood at least 4 times today. They must be re  ","2020-04-24 06:15:45","FALSE","0","0","0","Delhi NCR","India",FALSE
"864","A2Keating: epicvoicebrony I ship product to Amazon, we received an email stating any non essential shipments would be returned until t","2020-04-24 06:15:34","TRUE","1","0","0","Delhi NCR","India",FALSE
"865","AmazonHelp Yes I reported problem via the link you provided as well as left delivery feedback. I really appreciate  ","2020-04-24 06:14:22","FALSE","0","0","1","Delhi NCR","India",FALSE
"866","2 What if we thought of quarantining as a privilege?  I've started to reframe this for myself over the past severa  ","2020-04-24 06:14:09","FALSE","0","1","1","Delhi NCR","India",FALSE
"867","Hey AmazonHelp amazonIN amazon JeffBezos
I am a student and 4190 is a lot for me
Since your delivery executive  ","2020-04-24 06:11:27","FALSE","0","1","0","Delhi NCR","India",FALSE
"868","Ordered few ""essential items"" in April 16 in amazon &amp; got them delivered today. Glad to know that amazonIN delive  ","2020-04-24 06:09:21","FALSE","0","4","1","Delhi NCR","India",FALSE
"869","I always took Amazon Prime 2 Day Delivery for granted. Now it seems as if everything is a week out if you get lucky, which sucks.","2020-04-24 06:07:17","FALSE","0","0","0","Delhi NCR","India",FALSE
"870","So... now that Ive cut my hair, rubberbands dont work very well. Went on amazon to get some hair clips - most of  ","2020-04-24 06:02:25","FALSE","0","0","2","Delhi NCR","India",FALSE
"871","web: Amazons share of eCom:

2016: 31.5%
2017: 33.9%
2018: 35.9%
2019: 37.6%
2020: 38.6%

This number should be trending down, not up.","2020-04-24 06:01:00","TRUE","36","0","0","Delhi NCR","India",TRUE
"872","ChrisInParis Rather than use amazon Ive been going to local stores including a spice store. Last time I was there  ","2020-04-24 05:59:27","FALSE","0","1","0","Delhi NCR","India",FALSE
"873","Woke up to a notification that I've missed an Amazon delivery because the delivery driver didn't want to leave it unattended. At 3.05am ","2020-04-24 05:55:54","FALSE","0","0","-1","Delhi NCR","India",FALSE
"874","Amazon Extends Amazon Relief Fund To Delivery Partners In India
amazon AmazonIndia
ecommerce retail  ","2020-04-24 05:54:22","FALSE","0","0","1","Delhi NCR","India",FALSE
"875","poetWOAgun: 2nd wave of coronavirus: Winter outbreak is likely to be more devastating, CDC director warns -
The Washington Post


SC","2020-04-24 05:52:26","TRUE","27","0","-2","Delhi NCR","India",FALSE
"876","I always get choked up when I get to that bit in Anne Frank's Diary where they use their stimulus check to order pl  ","2020-04-24 05:49:15","FALSE","0","4","0","Delhi NCR","India",FALSE
"877","ReviewingMum:   GIVEAWAY TIME   
Sooo after hitting 1000 followers its time for my Giveaway! 

WIN a book of YOUR choice up wort","2020-04-24 05:46:30","TRUE","428","0","1","Delhi NCR","India",TRUE
"878","AlliSpeed: Amazon gettin really creative with their delivery hires.  ","2020-04-24 05:42:50","TRUE","12","0","1","Delhi NCR","India",FALSE
"879","AlliSpeed: Amazon gettin really creative with their delivery hires.  ","2020-04-24 05:42:05","TRUE","12","0","1","Delhi NCR","India",TRUE
"880","Amazon gives warehouse workers and delivery drivers 2-an-hour pay rise  ","2020-04-24 05:36:55","FALSE","2","1","0","Delhi NCR","India",FALSE
"881","kristoncapps: People on this website will say that USPS is screwed because it has to pay 75 years of pension up front. Thats not it!","2020-04-24 05:33:04","TRUE","15","0","-1","Delhi NCR","India",TRUE
"882","web: Amazons share of eCom:

2016: 31.5%
2017: 33.9%
2018: 35.9%
2019: 37.6%
2020: 38.6%

This number should be trending down, not up.","2020-04-24 05:31:59","TRUE","36","0","0","Delhi NCR","India",TRUE
